IP地址,端口,回溯端口,tls,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.148.242.218,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.122.12.40,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.19.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.232.240,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.103.89,443,443,TRUE,FRA,US,Ashburn,200,9
129.159.244.175,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.175.87,443,443,TRUE,FRA,GB,London,200,9
193.123.59.48,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.21.62.74,443,443,TRUE,FRA,GB,London,200,9
158.101.208.219,443,443,TRUE,FRA,NL,Amsterdam,200,9
129.146.55.220,443,443,TRUE,FRA,US,Phoenix,200,9
129.213.10.14,443,443,TRUE,FRA,US,Ashburn,200,9
144.21.37.152,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.90.139,443,443,TRUE,FRA,GB,London,200,9
138.2.151.120,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.237.21,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.231.173,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.177.69,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.183.33,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.170.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.211.193,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.88.216,443,443,TRUE,FRA,GB,London,200,9
141.144.229.245,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.176.174,443,443,TRUE,FRA,GB,London,200,9
152.69.181.218,443,443,TRUE,FRA,AU,Melbourne,200,9
141.144.201.34,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.189.129,443,443,TRUE,FRA,GB,London,200,9
130.162.167.160,443,443,TRUE,FRA,GB,London,200,9
130.162.183.202,443,443,TRUE,FRA,GB,London,200,9
141.148.246.37,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.226.117,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.3.252.11,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.114.96,443,443,TRUE,FRA,GB,London,200,9
141.147.118.100,443,443,TRUE,FRA,GB,London,200,9
130.162.246.196,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.124.229,443,443,TRUE,FRA,GB,London,200,9
130.162.237.133,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.177.222,443,443,TRUE,FRA,GB,London,200,9
168.138.182.215,443,443,TRUE,FRA,SG,Singapore,200,9
144.21.58.45,443,443,TRUE,FRA,GB,London,200,9
158.101.214.213,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.249.183,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.23.209,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.56.133,443,443,TRUE,FRA,GB,London,200,9
141.144.227.237,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.202.34,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.158.54.60,443,443,TRUE,FRA,US,Ashburn,200,9
138.3.255.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.50.203,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.97.151,443,443,TRUE,FRA,GB,London,200,9
141.147.28.79,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.96.154,443,443,TRUE,FRA,GB,London,200,9
141.147.97.20,443,443,TRUE,FRA,GB,London,200,9
141.144.201.151,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.101.201.229,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.59.150,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.99.83,443,443,TRUE,FRA,CA,Toronto,200,9
130.61.187.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.253.52,443,443,TRUE,FRA,GB,London,200,9
141.147.8.140,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.85.59,443,443,TRUE,FRA,GB,London,200,9
130.162.228.30,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.206.143,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.73.155,443,443,TRUE,FRA,GB,London,200,9
141.147.60.209,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.74.100,443,443,TRUE,FRA,GB,London,200,9
158.101.176.135,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.239.186,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.36.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.117.233,443,443,TRUE,FRA,GB,London,200,9
141.144.207.51,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.238.132,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.238.238,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.244.182,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.196.175,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.50.193,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.38.127,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.13.52,443,443,TRUE,FRA,US,Phoenix,200,9
150.136.116.252,443,443,TRUE,FRA,US,Ashburn,200,9
132.145.240.57,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.220.34,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.56.101,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.4.38,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.214.240,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.117.89,443,443,TRUE,FRA,US,Ashburn,200,9
192.9.177.204,443,443,TRUE,FRA,AU,Sydney,200,9
150.136.139.131,443,443,TRUE,FRA,US,Ashburn,200,9
141.147.88.170,443,443,TRUE,FRA,GB,London,200,9
130.162.219.168,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.112.96,443,443,TRUE,FRA,GB,London,200,9
138.2.128.251,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.181.139,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.217.64,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.104.134,443,443,TRUE,FRA,GB,London,200,9
141.148.234.126,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.166.145,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.24.81,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.97.178,443,443,TRUE,FRA,GB,London,200,9
130.162.161.40,443,443,TRUE,FRA,GB,London,200,9
143.47.245.168,443,443,TRUE,FRA,GB,London,200,9
150.230.121.168,443,443,TRUE,FRA,GB,London,200,9
193.122.197.111,443,443,TRUE,FRA,US,Ashburn,200,9
193.123.37.116,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.122.3.210,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.215.210,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.170.46,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.25.232,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.238.174,443,443,TRUE,FRA,GB,London,200,9
141.147.87.240,443,443,TRUE,FRA,GB,London,200,9
141.147.75.107,443,443,TRUE,FRA,GB,London,200,9
130.162.43.145,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.188.108,443,443,TRUE,FRA,GB,London,200,9
144.21.40.224,443,443,TRUE,FRA,NL,Amsterdam,200,9
150.230.120.100,443,443,TRUE,FRA,GB,London,200,9
132.226.147.182,443,443,TRUE,FRA,US,Phoenix,200,9
141.147.81.81,443,443,TRUE,FRA,GB,London,200,9
141.147.26.150,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.245.127,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.194.179,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.67.38,443,443,TRUE,FRA,GB,London,200,9
141.147.48.227,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.193.153,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.45.184,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.42.109,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.105.102,443,443,TRUE,FRA,GB,London,200,9
141.147.94.30,443,443,TRUE,FRA,GB,London,200,9
132.145.162.21,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.61.142,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.92.146,443,443,TRUE,FRA,GB,London,200,9
143.47.248.74,443,443,TRUE,FRA,GB,London,200,9
130.61.12.18,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.185.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.92.225,443,443,TRUE,FRA,GB,London,200,9
138.2.164.195,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.79.13,443,443,TRUE,FRA,GB,London,200,9
141.147.71.137,443,443,TRUE,FRA,GB,London,200,9
141.147.114.16,443,443,TRUE,FRA,GB,London,200,9
141.147.10.249,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.69.48,443,443,TRUE,FRA,GB,London,200,9
152.70.186.119,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.255.155,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.80.180,443,443,TRUE,FRA,GB,London,200,9
141.144.193.34,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.52.179,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.227.82,443,443,TRUE,FRA,NL,Amsterdam,200,9
129.213.90.59,443,443,TRUE,FRA,US,Ashburn,200,9
130.162.177.38,443,443,TRUE,FRA,GB,London,200,9
130.162.50.63,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.225.253,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.237.20,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.188.175,443,443,TRUE,FRA,GB,London,200,9
132.145.208.198,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.155.229,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.95.73,443,443,TRUE,FRA,SG,Singapore,200,9
138.2.135.229,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.153.118,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.82.162,443,443,TRUE,FRA,GB,London,200,9
141.144.244.222,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.26.64,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.74.82,443,443,TRUE,FRA,GB,London,200,9
141.147.39.45,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.69.139,443,443,TRUE,FRA,GB,London,200,9
143.47.230.77,443,443,TRUE,FRA,GB,London,200,9
150.230.120.35,443,443,TRUE,FRA,GB,London,200,9
146.235.233.56,443,443,TRUE,FRA,US,San Jose,200,9
152.70.160.100,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.11.174,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.34.233,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.19.237,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.55.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.253.113,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.83.47,443,443,TRUE,FRA,GB,London,200,9
141.147.22.62,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.56.142,443,443,TRUE,FRA,GB,London,200,9
141.144.199.10,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.29.111,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.9.236.4,443,443,TRUE,FRA,US,San Jose,200,9
141.147.66.99,443,443,TRUE,FRA,GB,London,200,9
138.2.183.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.164.68,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.136.25.162,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.144.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.190.11,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.244.75,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.250.41,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.57.123,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.175.84,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.184.29,443,443,TRUE,FRA,GB,London,200,9
150.136.58.145,443,443,TRUE,FRA,US,Ashburn,200,9
143.47.232.103,443,443,TRUE,FRA,GB,London,200,9
138.2.128.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.234.78,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.20.24,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.123.59.129,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.123.39.73,443,443,TRUE,FRA,NL,Amsterdam,200,9
138.2.133.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.243.28,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.48.24,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.182.3,443,443,TRUE,FRA,GB,London,200,9
158.180.25.49,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.184.247,443,443,TRUE,FRA,GB,London,200,9
130.162.39.237,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.123.14,443,443,TRUE,FRA,GB,London,200,9
152.69.179.16,443,443,TRUE,FRA,AU,Melbourne,200,9
158.180.47.160,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
2603:c021:800b:f559::5918,443,443,TRUE,FRA,US,Belmont,200,9
139.185.45.163,443,443,TRUE,FRA,AE,Dubai,200,9
141.148.233.213,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.1.142,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.235.105,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.116.209,443,443,TRUE,FRA,US,Ashburn,200,9
138.3.246.238,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.45.222,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.3.247.130,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.246.191,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.149.222,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.224.2,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.41.24,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.43.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.63.173,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.230.222,443,443,TRUE,FRA,GB,London,200,9
143.47.232.40,443,443,TRUE,FRA,GB,London,200,9
138.2.142.215,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.231.201,443,443,TRUE,FRA,GB,London,200,9
158.180.57.245,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.250.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.168.118,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.55.185,443,443,TRUE,FRA,GB,London,200,9
143.47.236.186,443,443,TRUE,FRA,GB,London,200,9
130.162.255.110,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.102.157,443,443,TRUE,FRA,GB,London,200,9
141.147.50.128,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.57.27,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.137.125,443,443,TRUE,FRA,GB,London,200,9
158.180.43.35,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.249.170,443,443,TRUE,FRA,GB,London,200,9
141.147.94.181,443,443,TRUE,FRA,GB,London,200,9
130.61.196.223,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.117.177,443,443,TRUE,FRA,GB,London,200,9
141.147.13.209,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.53.150,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.18.212,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.142.69,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.75.211,443,443,TRUE,FRA,GB,London,200,9
144.21.55.32,443,443,TRUE,FRA,GB,London,200,9
152.70.60.162,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.47.88,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.200.86,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.187.252,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.243.105,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.148.228.25,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.166.36,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.252.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.235.177,443,443,TRUE,FRA,GB,London,200,9
141.147.114.37,443,443,TRUE,FRA,GB,London,200,9
144.24.187.53,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.80.27.195,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.17.46,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.87.107,443,443,TRUE,FRA,GB,London,200,9
132.145.231.13,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.220.81,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.57.232,443,443,TRUE,FRA,GB,London,200,9
130.162.165.37,443,443,TRUE,FRA,GB,London,200,9
144.21.59.127,443,443,TRUE,FRA,GB,London,200,9
141.144.226.116,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.49.19,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.170.44,443,443,TRUE,FRA,GB,London,200,9
130.162.173.69,443,443,TRUE,FRA,GB,London,200,9
130.162.213.150,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.174.217,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.135.44,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.134.18,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.70.42,443,443,TRUE,FRA,GB,London,200,9
140.238.121.246,443,443,TRUE,FRA,GB,London,200,9
141.147.115.207,443,443,TRUE,FRA,GB,London,200,9
141.144.253.141,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.52.154,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.246.204,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.242.73,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.56.160,443,443,TRUE,FRA,GB,London,200,9
144.24.175.123,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.161.4,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.59.41,443,443,TRUE,FRA,GB,London,200,9
150.136.121.64,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.63.34,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.38.177,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.105.203,443,443,TRUE,FRA,GB,London,200,9
132.145.250.105,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.195.200,443,443,TRUE,FRA,NL,Amsterdam,200,9
129.80.226.6,443,443,TRUE,FRA,US,Ashburn,200,9
141.147.13.57,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.174.108,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.178.246.36,443,443,TRUE,FRA,SG,Singapore,200,9
141.147.77.243,443,443,TRUE,FRA,GB,London,200,9
141.145.220.170,443,443,TRUE,FRA,FR,Paris,200,9
152.69.223.23,443,443,TRUE,FRA,SG,Singapore,200,9
144.21.53.132,443,443,TRUE,FRA,GB,London,200,9
158.180.46.114,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.90.117,443,443,TRUE,FRA,GB,London,200,9
141.147.42.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.181.180,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.18.159.164,443,443,TRUE,FRA,CA,Toronto,200,9
140.238.157.204,443,443,TRUE,FRA,CA,Toronto,200,9
143.47.236.188,443,443,TRUE,FRA,GB,London,200,9
141.147.50.138,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.40.71,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.69.210.186,443,443,TRUE,FRA,SG,Singapore,200,9
141.147.26.93,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.26.73,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.118.206,443,443,TRUE,FRA,GB,London,200,9
141.147.30.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.123.58.154,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.188.92,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.165.91,443,443,TRUE,FRA,GB,London,200,9
141.147.10.195,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.18.159.59,443,443,TRUE,FRA,CA,Toronto,200,9
143.47.233.29,443,443,TRUE,FRA,GB,London,200,9
150.230.21.160,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.47.251,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.141.111,443,443,TRUE,FRA,GB,London,200,9
144.21.42.10,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.45.210,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.13.116,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.136.255.16,443,443,TRUE,FRA,US,Ashburn,200,9
150.230.21.200,443,443,TRUE,FRA,NL,Amsterdam,200,9
150.136.67.204,443,443,TRUE,FRA,US,Ashburn,200,9
143.47.254.160,443,443,TRUE,FRA,GB,London,200,9
141.144.196.101,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.43.182,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.173.252,443,443,TRUE,FRA,GB,London,200,9
141.147.117.175,443,443,TRUE,FRA,GB,London,200,9
130.61.11.104,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.183.241,443,443,TRUE,FRA,GB,London,200,9
130.162.251.138,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.93.201,443,443,TRUE,FRA,GB,London,200,9
129.146.192.218,443,443,TRUE,FRA,US,Phoenix,200,9
143.47.251.251,443,443,TRUE,FRA,GB,London,200,9
130.162.223.151,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.234.227,443,443,TRUE,FRA,NL,Amsterdam,200,9
132.145.249.234,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.250.187,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.47.187,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.136.211.51,443,443,TRUE,FRA,US,Ashburn,200,9
141.148.237.64,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.61.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.123.116,443,443,TRUE,FRA,GB,London,200,9
192.9.155.247,443,443,TRUE,FRA,US,San Jose,200,9
129.158.236.27,443,443,TRUE,FRA,US,Ashburn,200,9
152.67.146.99,443,443,TRUE,FRA,GB,London,200,9
132.226.61.230,443,443,TRUE,FRA,US,Ashburn,200,9
129.153.209.41,443,443,TRUE,FRA,US,Phoenix,200,9
129.159.201.143,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.208.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.169.179,443,443,TRUE,FRA,US,Ashburn,200,9
144.24.186.74,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.20.218,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.36.1,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.250.13,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.55.233,443,443,TRUE,FRA,GB,London,200,9
141.148.175.160,443,443,TRUE,FRA,US,Phoenix,200,9
130.162.242.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.180.134,443,443,TRUE,FRA,GB,London,200,9
141.147.54.185,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.243.251,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.163.198,443,443,TRUE,FRA,GB,London,200,9
141.147.101.129,443,443,TRUE,FRA,GB,London,200,9
141.144.192.247,443,443,TRUE,FRA,NL,Amsterdam,200,9
132.226.194.152,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.80.53.85,443,443,TRUE,FRA,US,Ashburn,200,9
144.21.60.158,443,443,TRUE,FRA,GB,London,200,9
144.24.162.87,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.163.38,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.235.15,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.5.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.225.0,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.188.218,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.105.21,443,443,TRUE,FRA,GB,London,200,9
144.24.176.51,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.39.1,443,443,TRUE,FRA,US,San Jose,200,9
152.70.56.170,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.25.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.61.21,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.99.13,443,443,TRUE,FRA,GB,London,200,9
132.145.136.173,443,443,TRUE,FRA,US,Ashburn,200,9
150.136.244.48,443,443,TRUE,FRA,US,Ashburn,200,9
150.136.165.89,443,443,TRUE,FRA,US,Ashburn,200,9
130.162.166.104,443,443,TRUE,FRA,GB,London,200,9
130.162.51.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.3.254.205,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.87.172,443,443,TRUE,FRA,GB,London,200,9
143.47.224.66,443,443,TRUE,FRA,GB,London,200,9
143.47.236.6,443,443,TRUE,FRA,GB,London,200,9
158.180.40.173,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.54.217,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.33.212,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.227.228,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.52.79,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.72.130,443,443,TRUE,FRA,GB,London,200,9
141.148.50.87,443,443,TRUE,FRA,US,Ashburn,200,9
141.147.18.127,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.179.117,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.70.77,443,443,TRUE,FRA,GB,London,200,9
